txid,timestamp,datetime_utc,src_ip,total_input_btc,fee_btc,input_count,output_count,btc_price_usd,volume_usd,pattern_label,fee_as_pct_of_amount,hour_of_day,src_ip_frequency,primary_wallet,time_since_last_tx,isolation_score,autoencoder_score,anomaly_score,is_anomaly
6937f5f6aade64a4372163734bc38f3099b153aefd7a1d034443381f76efa5b5,1610037887,2021-01-07 16:44:47,52.170.64.140,0.905449,0.00012133,1,2,29833.13,27008.77,NORMAL,0.01339998018662783,16,1,bc1qc4kaj3lukwa6hhhh3j2gyenly4uyjgjvhuyymj66v0qmu6f4yxfdlk4cnq,86400,0.0522,0.0012,0.0318,0
793f20a667b02746d87d0b786ff9be309ae792b912bfa905225a0d8cfd74f8e8,1610085367,2021-01-08 05:56:07,3.80.27.59,0.046808,2.792e-05,1,2,29894.01,1398.44,NORMAL,0.059647796001119455,5,1,bc1qjy9rma5epr0u87ulhwktwtadfe24w8z4z9hrj9,86400,0.0277,0.0016,0.0173,0
8333e2c21aced01aa155aea892d0927d73942d1bc90681356e9ccecd069e307d,1610111554,2021-01-08 13:12:34,213.120.154.2,0.024144,3.922e-05,1,2,29948.67,721.91,NORMAL,0.16244134177708014,13,1,bc1qdq6r8d4kkc3h9ycxc8hzdtxvn3h9zw0j57ykhh,86400,0.03,0.0011,0.0184,0
5017079bc1ff6b5712c33d03ec330339f9e1e6474f76d7d80ebd6e214d1abf01,1610126480,2021-01-08 17:21:20,149.202.247.69,0.038532,0.00013146,1,2,29962.85,1150.6,NORMAL,0.341170089354071,17,1,bc1p4hnvsm8mm7g2zdtxkms7xppg8hna5slhvk8ahznlk9xc0hmwd7pkjt55yt,86400,0.0429,0.0007,0.026,0
246efdbd9a4ea7a0c056b1695036b9d9adbf49769802657f91aba0f2ce489573,1610137124,2021-01-08 20:18:44,185.182.85.155,0.029619,0.00010673,2,2,29963.49,884.28,NORMAL,0.3603418064694741,20,1,bc1qvthrtjk5lyxcta3d4xjg6vglrfdxaszgyzcqlcwj3dd36qtcd0he3yetlz,86400,0.0871,0.001,0.0527,0
53448021f665b778f5c7fa067262bcd9a274c947ef40baef716e24c089040e73,1610191999,2021-01-09 11:33:19,167.99.22.239,0.376721,6.201e-05,1,2,30054.77,11320.4,NORMAL,0.0164604531044319,11,1,bc1q90x62629cmh287kuuek2yjzr0wl5m2xjgtvsm8,86400,0.0302,0.0009,0.0185,0
7f99e14e536bf9c05f0ff388836f99bff63baaf6a1dd378cae67ee6d9f823faf,1610280937,2021-01-10 12:15:37,3.80.139.121,0.090001,0.00019629,1,2,30179.84,2710.3,NORMAL,0.2180973343659133,12,1,bc1p0gafd69m0l3rwf0gerz2yhwtx0uteemenes20lf7pfh5udc3h3egres048,86400,0.0559,0.0002,0.0336,0
13a2c463c0b3820e45ca8fc61b2f99c24ecdcedd90afd21c0b9bff641a3d457a,1610295595,2021-01-10 16:19:55,88.198.231.101,5.882993,0.01694,11,22,30206.98,177195.75,COINJOIN_MIXING,0.287948663410807,16,1,3mwBabHvbssWGPtPXZAWf6P6uCvhp6wQ,86400,0.9304,0.0033,0.5595,0
c0cfc81bdf91339899203fbe76d4f5ef5653c92f07d70f882e846665764e17c0,1610309043,2021-01-10 20:04:03,167.99.8.217,0.033917,5.811e-05,2,1,30224.0,1023.35,NORMAL,0.1713295063552013,20,1,bc1q40mcwfmwjch4sqfkglj278ftvxajzgj37x3d6x,86400,0.1433,0.0018,0.0867,0
0dcdceea541d7fbd72a8cb5f61f21d94553f88898b246026310729439480a3e1,1610349023,2021-01-11 07:10:23,54.210.182.148,0.046586,5.07e-05,1,1,30269.99,1408.62,NORMAL,0.10883074565159992,7,1,13QPFhZAgpmw3BRUzXJXMaMWAb5fh2S,86400,0.0916,0.0014,0.0555,0
57ce3cc49f133a673968b5c5e7ca2a843c2de8db8dfb0562ba902346efd10dda,1610351954,2021-01-11 07:59:14,217.80.155.221,0.359201,4.467e-05,1,2,30277.81,10874.46,NORMAL,0.012435930736292289,7,1,1piEAXFGp1zLjWKf51epCpEdKk8wqph,86400,0.0266,0.0013,0.0165,0
7b2215ff01f68a011c26d1a9ce9f9e56fe0dc5c07c84ca29cf8902966b48509f,1610375928,2021-01-11 14:38:48,167.99.59.121,0.009709,9.511e-05,1,2,30331.8,291.61,NORMAL,0.9795964610520027,14,1,bc1qyazc96xxncr0f0qnl95hs3qva36esgfcfyzyne,86400,0.2105,0.0077,0.1294,0
67d92d28ace8b4a2548b0bbd989aee86864f84f7da87eac4b91a49dbcd748a7b,1610384570,2021-01-11 17:02:50,54.210.109.147,0.071795,3.23e-05,2,2,30337.51,2177.11,NORMAL,0.04498914271308209,17,1,bc1ql9lpvzk6urnygscq49esw5d0ucs8aeaamrqc3w,86400,0.0669,0.0015,0.0408,0
9753fc05fcb2132fbd497ca1780bb7bfbce8b583ded06ef0ac17cdd7012b4d02,1610403151,2021-01-11 22:12:31,40.114.121.226,4.321434,0.01232,8,16,30351.65,130788.72,COINJOIN_MIXING,0.2850905443635019,22,1,3nAa31ua8CdB5Y2YUS9z7LbLsbsMwQXDV,86400,0.7973,0.0031,0.4796,0
559801556f43030671cc008af21cdff980982e8a34bd669065a602421923eeb4,1610415696,2021-01-12 01:41:36,88.198.247.166,0.055609,0.00016189,2,2,30387.91,1684.92,NORMAL,0.29112141717812373,1,1,bc1qkupkumyr40djmaqfytegaltj0tqzt4eyxc59m7pcqkx8yhpykn9cu97y4t,86400,0.1302,0.0013,0.0786,0
4a53a323668dbf79ee99d6e6a34f9708113b1cbeca0514076690908f2a572d4f,1610505497,2021-01-13 02:38:17,65.21.243.250,0.039784,2.608e-05,1,2,30515.64,1213.24,NORMAL,0.06555382678004529,2,1,3tRkXytnYLVmLyAabdEZvmeGBJ65,86400,0.0515,0.002,0.0317,0
64c843e9cc2528e446d83fecfae5ec02412fdca41e578b89186d2887a6b7bd91,1610514805,2021-01-13 05:13:25,172.67.199.125,0.162214,1.035e-05,1,2,30531.61,4952.35,NORMAL,0.006380456446141242,5,1,1Nwkwte1UNgpKAJ6T3SoCfCcsigaA1xVC1,86400,0.0481,0.002,0.0297,0
0861a89017841ab13ecae43c1dad0675886db89b3928b7aef22eca1d8acb4fe6,1610521232,2021-01-13 07:00:32,34.120.16.245,0.072448,1.264e-05,1,2,30534.44,2211.76,NORMAL,0.017446972384368948,7,1,bc1qv7z84a7nn96mf8j5n379mw6xl5c2eys8h4p9j4,86400,0.0335,0.0019,0.0208,0
e102e8fc7b3eb23c5df4864d41f76bd4bd14d0aded2cc1cf780f425a3bfc3f96,1610521686,2021-01-13 07:08:06,47.74.34.187,2.79949,2.22305,1,1,30521.3,17593.7,STATISTICAL_EXTREME_FEE,79.40910382215677,7,1,1CYGg6edFntSWLk4NdsCYCS3VR1w9EFQBE,86400,0.9495,0.9427,0.9468,1
a2bf1e72f38dd60d166735a81d8d6f531d6903fd651cf5bb3caa351be637a896,1610581560,2021-01-13 23:46:00,93.192.97.14,0.169348,0.00018841,1,2,30623.41,5180.26,NORMAL,0.1112560459786676,23,1,bc1q95zeslreqjqvyhvwrawle76h4z8m9eclrm2qm0,86400,0.1282,0.0004,0.0771,0
cc1f93998b46579053b006e80a7e9b3dc15c479784f7470baf1368039890e02f,1610587002,2021-01-14 01:16:42,172.67.133.35,0.031016,0.00017745,1,2,30636.6,944.8,NORMAL,0.5721222203952141,1,1,3J75QYTokjbuGrmb7woFRJeophMtBq,86400,0.1484,0.0035,0.0905,0
3f5f51b4b4167927b76cd9d0fc8e2feaa4edc7d6ea68bb5799f0ffc3e6932a95,1610589156,2021-01-14 01:52:36,217.23.103.212,0.033842,0.00015316,1,2,30635.36,1032.07,NORMAL,0.45257238764733865,1,1,bc1qcvkm6a550zxccja7gw2znnky2dj6v80jrw52u3,86400,0.1135,0.0024,0.0691,0
9963af7656e77308ad8ee61a11da4e0e43badfefb77dad78ebb3229dd303bcf2,1610600299,2021-01-14 04:58:19,52.170.181.201,0.101026,7.407e-05,2,2,30658.38,3095.02,NORMAL,0.07331768721152256,4,1,3i4GPdTtKWi6MVAD88djtasN5UDM,86400,0.0451,0.0011,0.0275,0
8a44298424237ccbe3da469abd8bee9bad995252db8d92ecc08a373041caa54c,1610655244,2021-01-14 20:14:04,104.24.166.11,1.058848,2.705e-05,1,2,30735.18,32543.05,NORMAL,0.0025546629398494457,20,1,bc1qsxxjcdj3vzdvs9dy79c8ffygdlx8pwmpcv3jw8mmqahd57r0tg5asqz7yn,86400,0.0982,0.0022,0.0598,0
4421f821a4b796a6c29826647838369ce549d76a71de213f14e743b5d8496d2f,1610662737,2021-01-14 22:18:57,134.209.186.124,0.04644,0.00013189,1,2,30748.9,1423.92,NORMAL,0.2840002497841305,22,1,bc1q0c63v5g95jd267xucym6jekmnnj2t7tts63l24,86400,0.085,0.0005,0.0512,0
f626c1744567f023ff8e4d50017a1af603d28ada2808061fe830c55d812fe2ed,1610692771,2021-01-15 06:39:31,51.254.1.175,0.078054,0.00014261,2,2,30775.88,2397.78,NORMAL,0.1827066099026188,6,1,bc1ptvg6h9kdrt3arsvwe5p5zhxetw57azj4r4gp097d8f5nkphxt4wundymct,86400,0.0519,0.0005,0.0313,0
c026dd9d6af754991af9ea64c5da40fcbc053d3bc658047b019753d4c8eaec3e,1610783686,2021-01-16 07:54:46,157.34.247.34,0.243534,5.015e-05,1,2,30895.64,7522.59,NORMAL,0.020592598736686157,7,1,3fXpMh1CNHtg7QVXBER1ffN1UCkpiN48,86400,0.0224,0.001,0.0138,0
23c042dad98319e716067aca54793e05a3c26cf37d84c554a7bbd34cc47a504b,1610792096,2021-01-16 10:14:56,104.24.123.59,0.118913,1.396e-05,2,2,30914.15,3675.66,NORMAL,0.01173966535226144,10,1,1XSbmt3fZnZCT7J5ixvbGrGoBrdb7bRvJ,86400,0.0746,0.0019,0.0455,0
b7be7c4d08e2ee674711989dfe7bf9d35e8b333a58f5c2382e6246642ed9e12f,1610797808,2021-01-16 11:50:08,34.65.159.25,0.250382,0.00011247,1,2,30919.99,7738.35,NORMAL,0.04491934527268523,11,1,bc1qye8p3f8rtr3s89s0c7kykjdx99wp5neua4tlfc,86400,0.0148,0.0002,0.009,0
35b381e811258a4276701db932a3dfa7d9a5c53c59a143a248fe3a68cb52583f,1610825852,2021-01-16 19:37:32,212.48.35.224,0.08848,9.506e-05,2,2,30982.66,2738.4,NORMAL,0.10743658743604494,19,1,bc1pu2uy6jyrt0t83l655muftv2zunee0z49ln9p7tg30fgyw8wen2rqj3x6m0,86400,0.0486,0.0005,0.0294,0
5b871407d0f6d2b0200dc7c6c3f87111f562ead02f492dc07d24be0dd8ff23ab,1610850918,2021-01-17 02:35:18,35.230.119.114,0.079084,7.016e-05,2,2,31003.65,2449.72,NORMAL,0.0887156836835723,2,1,3qEcBwoPtKDR5uHQ8jjJZ9a3gNn,86400,0.0689,0.0014,0.0419,0
af76fde74163066475bbaa473270f5b1664bcc6fe3bc1a82b4c046eee31ef661,1610888702,2021-01-17 13:05:02,167.99.88.103,0.049152,0.00010513,2,2,31063.82,1523.59,NORMAL,0.21388709739766967,13,1,bc1qe7mn0etfcahh9pdrujcj2kysz44z7jwuy6ar3zwpngppfyalueueqcc34u,86400,0.0409,0.0005,0.0247,0
9ba18b6be98091c6bdd12ba96b874d32e0c6f47f143814bd41eaddef38ae6540,1610889869,2021-01-17 13:24:29,134.209.169.177,0.052666,0.00012386,1,2,31068.23,1632.39,NORMAL,0.23517974560485774,13,1,3ByAiq9SiZEYVSZj1vstvimWJn7oZF9g,86400,0.0088,0.0003,0.0054,0
ef3c07986493e27d4854204782e40bd097d6e25e07c92891887f7949051ba991,1610971767,2021-01-18 12:09:27,54.210.51.239,0.069444,0.00011935,1,2,31168.34,2160.75,NORMAL,0.17186485244966812,12,1,3GHubtxYPK5FmDs2cQ2uW4dWd9bm4fk4uW,86400,0.0089,0.0002,0.0054,0
6f340bbb7957c7d11b6630efbccf84f4b8aee663639fc4c2fabf3865205ab7c5,1610985706,2021-01-18 16:01:46,65.21.154.178,0.251093,1.465e-05,1,2,31194.45,7832.24,NORMAL,0.005834489279076167,16,1,bc1qg5df7rg244wf00cg5khqsx6wd90vez0qswcuug,86400,0.0492,0.0016,0.0302,0
22554f4c09d24195b21215e61e88859d8d134590f3d36541db3845f7d15c21e1,1611004678,2021-01-18 21:17:58,163.172.104.14,5.47e-06,1e-08,1,1,31231.73,0.17,STATISTICAL_DUST_ATTACK,0.17953321364452424,21,1,bc1q9kl2wkn89d7j96gah9lvvlqaafcl245ljjm2j7,86400,0.1562,0.003,0.0949,0
3b0713d750eaae409a2ffe5f66d4fab94e86e80dfc252197af11eb059234a3f6,1611055134,2021-01-19 11:18:54,3.80.81.46,0.183413,8.574e-05,2,2,31313.83,5740.67,NORMAL,0.046746933561452264,11,1,bc1q5kwfjxjyr9hc3759kqpkrtf49m9kxgun7s7pqg,86400,0.0416,0.0005,0.0252,0
7f94a668bf59a2606ca0133f060d001642a8ec73b891fbf1a901949bafcc6524,1611091791,2021-01-19 21:29:51,217.23.115.81,0.155586,6.034e-05,1,2,31346.18,4875.15,NORMAL,0.038782384801727146,21,1,3s8E4Kgp8534LeUyi5TLLdMLLz66aja,86400,0.0413,0.001,0.0252,0
863c5abf223ab7d409a1eea54773a7abd3643dc7897e7b25275d21a7af1b3d84,1611142560,2021-01-20 11:36:00,3.80.239.212,32.046681,0.0001008,1,2,31426.06,1007097.75,PEELING_CHAIN,0.00031454115228175686,11,4,1wCJYVKnNTJv5fdtnxy1FBReQMKU,86400,0.3121,0.0035,0.1887,0
38e3c6e55dffe91f7d1a2ebde1c902e487a7c68340df016fde6fa3eeb816d3a8,1611142896,2021-01-20 11:41:36,65.21.213.46,0.050884,0.00013455,2,2,31429.49,1595.02,NORMAL,0.2644244469293944,11,1,bc1qqzmw3lw3le3esnct2kzhw8h60axycyw9w8l2vx,86400,0.0583,0.0006,0.0352,0
57c1d80d73c16bd463f64578cc0f8422a1024ea9ee495bb346608fdc0bd1ea43,1611142906,2021-01-20 11:41:46,3.80.239.212,31.896716,6.373e-05,1,2,31422.73,1002279.88,PEELING_CHAIN,0.0001998011325059259,11,4,1mmK53qvmFb1HNznUiYHSY7Xg5aq,86400,0.3152,0.0049,0.1911,0
f72de6e2acd65cdabdffb6ec9fbb930a988702cf238216d0a0972643dd4d788b,1611143207,2021-01-20 11:46:47,3.80.239.212,31.624254,9.265e-05,1,2,31416.0,993504.64,PEELING_CHAIN,0.0002929713368322575,11,4,19tDGvkfLRBEfRCNdwcd4aKp5YmvQ,86400,0.3108,0.0038,0.188,0
eb1f2fe721a5d8000b9a504b1ae079950c51d701fb67035a9aa5610087329b4c,1611143770,2021-01-20 11:56:10,3.80.239.212,31.556172,0.00011057,1,2,31425.57,991667.2,PEELING_CHAIN,0.00035039104125053237,11,4,181RhZGGSbBueaGDCYZvYTor1zAZLPyA,86400,0.3186,0.0032,0.1924,0
da11aec76ee04f2df252e8a11fe87fc3b857f73a6fbe04858cdf750a71431365,1611146354,2021-01-20 12:39:14,3.80.253.152,31.224915,0.00014784,1,2,31437.46,981627.36,PEELING_CHAIN,0.00047346806076664074,12,1,1AyQq33Di9RjsJE1kKSDZFANjhZo8,86400,0.2777,0.0092,0.1703,0
aa19ac878146cc55b63e622bc97680bec59c11568d86cd2a321224f1ddf7d25a,1611147740,2021-01-20 13:02:20,88.198.129.75,30.914492,3.937e-05,1,2,31438.59,971906.81,PEELING_CHAIN,0.00012735127548804204,13,1,14re5AbeugQuSvH68YevwBkVY2gpjPPc,86400,0.2839,0.0127,0.1754,0
fc7efad7a9f8d6f2efbcab31cce07ebb39b65acafd6faa314f70a18d53be4c14,1611148297,2021-01-20 13:11:37,51.254.229.132,30.758621,0.00011364,1,2,31451.28,967394.42,PEELING_CHAIN,0.00036945739417427916,13,5,19aWxtEW8WVbfhpQK81QwJWhfVQLnYr,86400,0.3556,0.0041,0.215,0
f9b4e81d2c69d3bec1cd6863dd6e2938914435f513f69c10c32b7e05feea5988,1611150893,2021-01-20 13:54:53,51.254.229.132,30.414723,4.669e-05,1,2,31431.44,955977.06,PEELING_CHAIN,0.00015351117893294252,13,5,1rwNvwgvMKibvm37CMitWkW6kZT5UsN,86400,0.3776,0.0067,0.2292,0
81014cd33fe5bee3d058d2c1290c41957aef01b930d327131f4769a4bc42c67a,1611153130,2021-01-20 14:32:10,51.254.229.132,30.113558,6.037e-05,1,2,31446.06,946950.86,PEELING_CHAIN,0.00020047448328598536,14,5,1f7KGbrx8F94ceTrPL8as7GtUiPdQZF8Vi,86400,0.3566,0.0061,0.2164,0
94b5d2dee1479dec97c453c68aec3fa6c2ea3710cd6aadc0b79ee0b34915470c,1611154070,2021-01-20 14:47:50,51.254.229.132,29.966731,9.181e-05,1,2,31438.82,942115.77,PEELING_CHAIN,0.000306373089856304,14,5,16JSnNxLX3V4TnpRSCVJxJ9qixeDtJGHh,86400,0.3503,0.0049,0.2121,0
00ce07e11c43e186ebe64b6e7c107267ce36a95436f8865c4359d20cb1c7402f,1611154100,2021-01-20 14:48:20,35.230.93.246,2.972039,0.00026932,3,1,31433.04,93411.77,COMMON_INPUT_CLUSTER,0.009061791952871684,14,6,12FvFzgB431P22F62ECErKHyxH4Y1FbkU,86400,0.4675,0.0155,0.2867,0
6d6dcab04dc91068282a13686ddcad2785274b832b44a05f76b357df220aab88,1611154767,2021-01-20 14:59:27,51.254.229.132,29.683324,0.00014947,1,2,31459.76,933825.56,PEELING_CHAIN,0.0005035487248545725,14,5,1e3babVJ13uDP9gizKdgaWLJ3zpak5R,86400,0.3739,0.0031,0.2256,0
3ef19d6d19446731f8f3866e3f73bc2a9183d22338dc15d6d1b535179909a5a2,1611155900,2021-01-20 15:18:20,217.80.142.95,2.372581,0.00017522,3,1,31452.68,74618.53,COMMON_INPUT_CLUSTER,0.0073852059261535884,15,2,1vecJLxoGkGTYVHVsxte7DJrZtxiJxBR6v,86400,0.291,0.0022,0.1755,0
fddcbe791d153699f999285f701436b5c6ed29832273a03482507b1abf887ac6,1611157422,2021-01-20 15:43:42,35.230.93.246,2.609115,0.0001718,3,1,31443.2,82033.52,COMMON_INPUT_CLUSTER,0.006584607938530577,15,6,1UTUarotSCJM5DXtMinzcm3BnyP3ry,86400,0.4294,0.0153,0.2638,0
