wallet_id,entity_group,is_suspicious,pattern_type
bc1qm6hzmw7ckxmgs7w9j6svqq8qcd56hxfmssmh3e,EXTERNAL_RECIPIENT,0,NORMAL
35HFQ6f3oRSgiaKnf4ruChYV1Dwj,ENTITY_NORM_27,0,NORMAL
3gBk3QGi1B6JrSPjSSeDa1pn56cKov,EXTERNAL_MERCHANT,0,NORMAL
3PuJFfDWSd1HCTZ7c5ZKN8tZHybusdHm,ENTITY_NORM_27,0,NORMAL
bc1q5l3lt3ewgrm7zketa8a5qqdcx5hsts0374htlm,ENTITY_NORM_28,0,NORMAL
bc1qe3utgwx30mcvff7qt6lg5lnsrex2rds7xu4shh,EXTERNAL_RECIPIENT,0,NORMAL
bc1qe9xsf9cnw0jugg2pzk57a3ugtamnk7w9unh6sf,ENTITY_NORM_29,0,NORMAL
3KXb1mYqXL1rUtKfFs1cQDTycUSGBnpi,EXTERNAL_MERCHANT,0,NORMAL
bc1qccws9m03j36vytgj8au3lv5pfrptxj3guqw9fq,ENTITY_NORM_29,0,NORMAL
bc1qz7fh902l94rrkfxglw5kuvpckgszlujlvtk5a3,ENTITY_NORM_30,0,NORMAL
bc1qfujshaqctph05ycvlfj5658xyzgtzvxlvxzcls,EXTERNAL_MERCHANT,0,NORMAL
bc1qrhwyqdl9arh6hr3zynydxxwcvv0t6xkamx2te4,ENTITY_NORM_30,0,NORMAL
373WPA9HQyeGFHtL6dSdEo5oMsXCY,ENTITY_NORM_31,0,NORMAL
3fiL3otdR6r4rNPyuUTx8xrFpiwf,ENTITY_NORM_31,0,NORMAL
bc1qz5f5wfreu9wmjefg497res9emgg7vlev00y3m5,EXTERNAL_MERCHANT,0,NORMAL
38jTUQPDMPfi2rLBPgutVgAV3uFD,ENTITY_NORM_31,0,NORMAL
34Wi15RjJjwjQx72KxyiRFRZn7zMYxf,ENTITY_NORM_32,0,NORMAL
bc1ppz0n4le2pkkkn03rscp3wf4eg9cw60fmn4ugdgvgngmf25y8t5fp566nu3,EXTERNAL_MERCHANT,0,NORMAL
3rD79C2qggJfdgFfFFk2P6mrX9Zwf,ENTITY_NORM_32,0,NORMAL
bc1q8tge65uptava9s52898uh9c2ccz24f2ftr6nnu,ENTITY_NORM_33,0,NORMAL
bc1qqsqallql0d7a6u9q03drtfrkzfzn49rx6t2jtahz9n5hcymyj7g8346ddr,EXTERNAL_MERCHANT,0,NORMAL
bc1qx97jm5skgllltwjvq8pa8d66z4kdqvjsynn5q8,ENTITY_NORM_33,0,NORMAL
3dfRCf8xsqLnwMn3JT6YyGQVvLEaL,ENTITY_NORM_34,0,NORMAL
bc1q9up7fv47n5fxgdzac8qnz94azxnpnd5vvj35u8,EXTERNAL_MERCHANT,0,NORMAL
3ABJ81gcZ7EbPcMJAntKdGB5LgzNbV4,ENTITY_NORM_34,0,NORMAL
3mjNsxyMWY25X8PXWwBKrPfd9Z7Su,ENTITY_NORM_35,0,NORMAL
bc1qnae60027cy4dmm40tyl8a5xutneyxc5lr9dgqf,EXTERNAL_MERCHANT,0,NORMAL
3VbKRgdVDEkyMLdskLUnP6e1gZSw9,ENTITY_NORM_35,0,NORMAL
bc1ql036hzz7h879f3a9907ynr4q7a746kjj2znsr7,ENTITY_NORM_36,0,NORMAL
3tpg2KY69Z5wsJH9gJJwH1p8fCepAjV,EXTERNAL_RECIPIENT,0,NORMAL
3AaxU1KtVRkMak37bhPwUgiwJNJJt7H,ENTITY_NORM_37,0,NORMAL
3WrkpGokerDaNkmCMc1k1v51T7a7kVPFo,ENTITY_NORM_37,0,NORMAL
332g64fjzvEfh8n86wf9RjqzidtCz8,ENTITY_NORM_37,0,NORMAL
1JrUmzjrrMHBr5Jr4RRN4HuHCV5YDgSCiY,EXTERNAL_MERCHANT,0,NORMAL
3AbrUEgi7VnH7355doHrV2zYAih1,ENTITY_NORM_37,0,NORMAL
3Cc3RjDLmRz7hmPY6yhVpD93D2oeGY,ENTITY_NORM_38,0,NORMAL
bc1pupz4r4ze8dafwyzflp7z0gqtrnxa2yx8lwyvm4e58g5dzt4y83f62h2u0z,EXTERNAL_MERCHANT,0,NORMAL
37swhgRrB2yY611C6nieyKTmtsrXm,ENTITY_NORM_38,0,NORMAL
bc1qu56v5w85wx06vcwy7lrmfdatchgavk3v4gzr3g,ENTITY_NORM_39,0,NORMAL
bc1qaa624wj22w96ld7a3qm005mwfq6zz7zme7xul0,ENTITY_NORM_39,0,NORMAL
bc1qdgkj09p7n2apaagethaqyc4zjm3d94rhr8chaz,EXTERNAL_MERCHANT,0,NORMAL
bc1qhhtydg4087dw5k3m3ryhkul87juhyva99etjyx,ENTITY_NORM_39,0,NORMAL
bc1qdz5kfhu2n8pelfa5fq4j7jfu487zg8npewuk95,ENTITY_NORM_40,0,NORMAL
bc1pw3vp9u9evl5rhefmhchqjkknu9du6uj2m6g9fdn74yc9q636tagvtcjlzn,EXTERNAL_RECIPIENT,0,NORMAL
3e4AMWym9PB4JQThP4KKah5ZDrhCq,ENTITY_NORM_41,0,NORMAL
3bMxMuwktLJkmmQ7bePuA19aKQrYT,ENTITY_NORM_41,0,NORMAL
bc1qwv86ay8gp7knhgu4tnp8wgfwngdg9m8yp7mzvx,EXTERNAL_MERCHANT,0,NORMAL
3sjZe4X8H35Lj1q7s8fEezDCjP2,ENTITY_NORM_41,0,NORMAL
bc1qmvy7htqlxeu98feex2yhv4ve8wml33ek7el3fa,ENTITY_NORM_42,0,NORMAL
bc1pgpxrylptc5fnxylavjlls4pzm8cu5cuazztn2lmgncl8l772reslckj5rp,EXTERNAL_MERCHANT,0,NORMAL
bc1qzghkp4cxmkk6kr000n9yn842p5zam63p7p5cc5,ENTITY_NORM_42,0,NORMAL
bc1pnalmmzv23gps3tzlpr95ny6h9eg088sl90854c0mdfxtd3u6srlh85m703,ENTITY_NORM_43,0,NORMAL
bc1pfh7hnpzr0scnh80ucqesn90nd2u56z39l764mx2syk65aprtugqevn5982,ENTITY_NORM_43,0,NORMAL
bc1pg65u7gst5jv96htecwppw9avs2remsf9h28qmal8wdv3jlcgmddjv6t6fp,ENTITY_NORM_43,0,NORMAL
1ekiW61X9xMmSkEnRnUpfH57c44NGXPf,EXTERNAL_MERCHANT,0,NORMAL
bc1pzqscnehgzts2l4ag95mfs85zgl3hmjss5m25lfurvfrwtz7s2am8lzukla,ENTITY_NORM_43,0,NORMAL
bc1pc73m9mhtmm9z4awfl9jam97nfgn0mjryzxm6xasks9p8attez96n5aus4t,ENTITY_NORM_44,0,NORMAL
bc1p9sxmpqe8q27aelnhen9ggqv8pvpd7f0mv9naf7mp82ful7pu0vjer4qxm6,ENTITY_NORM_44,0,NORMAL
bc1pjzlellwrpm5y3678lkump2jv7kuww4agjc6h72dj97gtv2lx6ln0drpksk,EXTERNAL_MERCHANT,0,NORMAL
bc1p2tzy4m8w8wls4kz3fxrua8xxzx28dh2julxfh4g8vu6q074j293h6h0f6w,ENTITY_NORM_44,0,NORMAL
3opMP1uJzagAmSViEybgsgiVmPytsiS,ENTITY_NORM_45,0,NORMAL
bc1pcgjd9n42pps0nm8rhsk8r8unqa40wknjgc0x5vhaxfm699rmg7duyheesl,EXTERNAL_MERCHANT,0,NORMAL
3VmYoTuBAZ9YnW9nZxa8mEWX3pBcQ8fwT,ENTITY_NORM_45,0,NORMAL
3qVjVAxoM6tgjgTRFzSNb3jyVpJi6xBn2d,ENTITY_NORM_46,0,NORMAL
bc1q89vrv7p8tp3d0u95ezlp4mt6p5cs98x2jfts9f,EXTERNAL_RECIPIENT,0,NORMAL
bc1qr73sckdjz2yn9e8g3md54su3054da4pgq7qqt6,ENTITY_NORM_47,0,NORMAL
bc1q9ypu8kckctq8ahvuqwp3kv9nwwlhz3ldqve83l,EXTERNAL_MERCHANT,0,NORMAL
bc1q2vtygygsw3vpsaqmr5m638alhzwr36u5qev49p,ENTITY_NORM_47,0,NORMAL
bc1qamx4pa4vxxqyvgsk67ut0gzrgnmknff7n4jhqf,ENTITY_NORM_48,0,NORMAL
3UPDDhDs5NDjXmmWfmNwedNgLTN,EXTERNAL_RECIPIENT,0,NORMAL
3CD2CvH72vk9Risy8NELWGQtQjBatg,ENTITY_NORM_49,0,NORMAL
bc1qgvvch5m0zvjf50r3gld97y2chlat5h7l73ezdw,EXTERNAL_MERCHANT,0,NORMAL
3VxGSELUyRdBvQHc69q6KVaPFe3WZg,ENTITY_NORM_49,0,NORMAL
11rLKuPsSSueqi1XiZqAxSFFopEXFae,ENTITY_NORM_50,0,NORMAL
3Ns6MwDUrmTEVVwc2Q9dx9Lp1YtjvPNFTU,EXTERNAL_RECIPIENT,0,NORMAL
bc1qycdgdnm72nva3vqfuye04laaz9jaknet60tmac,ENTITY_NORM_51,0,NORMAL
bc1qz023jydl68hyx56u2sdzapyac4evezqs8g5ala,EXTERNAL_MERCHANT,0,NORMAL
bc1qy90ug7322pxtj8e2yq3fuktdzdurxcnurqrcv0,ENTITY_NORM_51,0,NORMAL
3igQ35yETLrfY7nbswdBH7fMhmRkrm9,ENTITY_NORM_52,0,NORMAL
bc1q7y4pucwqwp8n0m09rghljvfcdz0u4g35z6jpw4,EXTERNAL_MERCHANT,0,NORMAL
3GEb4jGtkmoFfxRaMCVh15xY5D4hAE96,ENTITY_NORM_52,0,NORMAL
bc1qe6ehclny6z8c2vmsklhrcm007zhpfsafs02q89,ENTITY_NORM_53,0,NORMAL
bc1q9vm2msncn69xkf3denq2lqxy66jm2thtgvlt8u,EXTERNAL_RECIPIENT,0,NORMAL
bc1qgp830hu76vq5phz5uwle9km7xcjvfzgl9na2u8,ENTITY_NORM_54,0,NORMAL
bc1q9xmp25c3ws78gl94wy4ccmwws8j9894v8hg5cq,EXTERNAL_MERCHANT,0,NORMAL
bc1qnrvcm5hgwxeqa5fjwlafjfz5n837dljcr4fdwr,ENTITY_NORM_54,0,NORMAL
3EEtpDpi1Qowd7kswARUkvB47PXC4,ENTITY_NORM_55,0,NORMAL
bc1qfe0z80elntc9ac3uhq8898lwp73xtc7mngx5yt,EXTERNAL_MERCHANT,0,NORMAL
3um2ScubstaY5avebnusi8qqEjz8CxfmC,ENTITY_NORM_55,0,NORMAL
bc1q3vh26f5mcp0y3886y49h43fw3qxcwcx8tnlxkj,ENTITY_NORM_56,0,NORMAL
bc1qxr25ctke7gsqfgfc3rh06atukaj3mwn9n6599y,ENTITY_NORM_56,0,NORMAL
bc1qr9jlqmg7l8eqvqmk0zu2wtyhgkrmlc2h8408jn,EXTERNAL_RECIPIENT,0,NORMAL
bc1plg5ecg8xpgfkq0r4mqm7jjl9m0ft038s0mv7xtvfw8gez3vfmpv9rc6nww,ENTITY_NORM_57,0,NORMAL
bc1p7rmrn83h3k605rtzqr5dj73xmtslh4n8xqg4hhh03dc9xg8zvvuxy4n7vf,ENTITY_NORM_57,0,NORMAL
bc1pskhu8my76p23gjzrvely2ucce3dtq2dqasnwj382wz0jzf3g3r0d8qkh59,EXTERNAL_RECIPIENT,0,NORMAL
bc1qqx49vg7u2n47f0r38pzxjx6fqwpwmcfkjwc8l28wxjky48h9zftm4tmfnj,ENTITY_NORM_58,0,NORMAL
bc1qx3lhsyqff5fcu7y8m3f95gtck5lm764g0c6llwc96w90hqdph7g8rkhgja,ENTITY_NORM_58,0,NORMAL
1EuF4p98mnARo2mUQ4m7je5XvfxB2A,EXTERNAL_MERCHANT,0,NORMAL
bc1qhf90yq6ft7gn764uqj8frzt2qemasnwm239cgderwetya75ec2rhmv3xxy,ENTITY_NORM_58,0,NORMAL
1ZtrA2esRXexw3KBAkW6yh6nFyEt,ENTITY_NORM_59,0,NORMAL
bc1q4ug4jhmzc0dyflxqfn9lxa52j2y3hk9ytas7sug8lzhje6guh5h96uszr0,EXTERNAL_MERCHANT,0,NORMAL
1Aw7KRBdSw5FRxWj6PWWibzuW76,ENTITY_NORM_59,0,NORMAL
bc1p586squguxzdv62cdkdvqhhpnn8la66kkm48tamht2mcjmjx9x9p6xlxuzj,ENTITY_NORM_60,0,NORMAL
bc1p8v78ka6eqhwj3sn60q6zqpfh542m0evermgcte52mwxg8es25d99pmqfp9,EXTERNAL_MERCHANT,0,NORMAL
bc1pcpgakt0wnv0csr39fpx8a8xfjst9ylhdexlp6ylyd6c5u2tnqtz84k7q2s,ENTITY_NORM_60,0,NORMAL
bc1q6jkep8t5mtk0ydhhf58q5q4da5wycjddx3y6m5,ENTITY_NORM_61,0,NORMAL
bc1pz3688u25c0pjpqajgezz4py7x6n35ke95lrenal8hxpwrqgx5mw29vhqrs,EXTERNAL_MERCHANT,0,NORMAL
bc1qz8rnys4c32ga8g5f6u807l357w9sj9k0dyylrd,ENTITY_NORM_61,0,NORMAL
bc1qru3hxrcmvjvet3lmxr08w8rz30yx3weeexw3ld,ENTITY_NORM_62,0,NORMAL
bc1qdkjjqxt7n025y2t4afq7m4ptsy2qk7ql078zpj,ENTITY_NORM_62,0,NORMAL
bc1qxxn4ulkslshaqkn4783pf6wfklp0mhd9vcx3ut,EXTERNAL_MERCHANT,0,NORMAL
bc1qsk4e63nvz48makj8qlfafj2nljyjqazdj8rlnq,ENTITY_NORM_62,0,NORMAL
bc1q66app69gn0hgjregeqaar9r3x4xj74r8rdflgw,ENTITY_NORM_63,0,NORMAL
bc1qfnnqlv8yqf8x0dx7puer8ne7t0su8mfptf02v7,ENTITY_NORM_63,0,NORMAL
bc1qjxlh3ecxa6mfpja8cqnzuzkgaa3q2kdkcytfk4,ENTITY_NORM_63,0,NORMAL
3S5viXRXfjCdnZrjaH9mMeePegvS532,EXTERNAL_MERCHANT,0,NORMAL
bc1q2wxxl75w0xtc6yrs8zyuhpt5xucgvvslujwv2m,ENTITY_NORM_63,0,NORMAL
bc1p97g3zxzlwkm7nwprpvcp7rccgmmg8u8hkv4mr0w9qw6zq0ryrgutjz5k0j,ENTITY_NORM_64,0,NORMAL
3HbEYnpuPzwFVnLQrcKxiGazJMmb,EXTERNAL_MERCHANT,0,NORMAL
bc1pxrk6l39dgwnd8hfz0ua8plz33cn9r3clpccuzwdctmrnzkp4sdp4mmrxcj,ENTITY_NORM_64,0,NORMAL
12V1W3PXhwcET4e6JzgcM5VCHrsJHxY9Fh,ENTITY_NORM_65,0,NORMAL
1F8i3CkZxVeM3cnF4nHH2kwwwPb,ENTITY_NORM_65,0,NORMAL
1P75ZV8Z5GEMdQvukT5iUyKA2MfsQN,ENTITY_NORM_65,0,NORMAL
1g2BQ3KAe27fEtMZnrpZsenPERve3jo,EXTERNAL_MERCHANT,0,NORMAL
1Rqi65FdZdhcoTbo8wyat4fXjaaVM,ENTITY_NORM_65,0,NORMAL
3ZAdYhyrDzCyW1B8THqcnXp79x3vU2mB5,ENTITY_NORM_66,0,NORMAL
19SmcGnK8NzuzNefg7o35pPVThVpvUKq,EXTERNAL_MERCHANT,0,NORMAL
3m9oCoreuZ6Az1eeQkiWRMVCZoeJr7FLYN,ENTITY_NORM_66,0,NORMAL
1Yvu2QEKdUoVa9vWK8nnw8VyUYH,ENTITY_NORM_67,0,NORMAL
1Joj8Pt6psFo5MBZNJWhpZkr5nmMz,ENTITY_NORM_67,0,NORMAL
17nsaMDvcjvyh3hh1G9eRxFkDHXAYuCoY,ENTITY_NORM_67,0,NORMAL
11U5YcgEnC3TmHgRheGhPXajCyLvFy,EXTERNAL_RECIPIENT,0,NORMAL
bc1q2d84gppc94kyrdhv2ewj2h46d0qzpxelz2jnpw,ENTITY_NORM_68,0,NORMAL
bc1q0z38ceg39yy6pqfxevn5mpn3avxs7cjm9w637j,ENTITY_NORM_68,0,NORMAL
bc1qlehxuwpewuh7xn4f9x2dl09fe7wrls6n4fz56q,EXTERNAL_MERCHANT,0,NORMAL
bc1q3dll505a79xmycgq282vu8zml2lg6eqj8mj35h,ENTITY_NORM_68,0,NORMAL
1DJKuxUeoLQgrSHcbijD5eA7oEJ,ENTITY_NORM_69,0,NORMAL
bc1pc437d2qwd9ff27q5yrgum75n80ecc7kn59d23fmuls8mktphakmdvchtqv,EXTERNAL_MERCHANT,0,NORMAL
1QaD1eLN7QHZ1fJ3iJiXS3mnHJh4du2xnX,ENTITY_NORM_69,0,NORMAL
3jSTvjj45DuqZAoJ6CV3JfDmZTC,ENTITY_NORM_70,0,NORMAL
bc1qk84a9a989t9t5p2qdha90nvgnrcjt3g56wv3vt,EXTERNAL_MERCHANT,0,NORMAL
3HmVH6YPeQPriaVvhkvB3veRAbdEmUP,ENTITY_NORM_70,0,NORMAL
bc1qep22nvgg4r9nfkae2aqfvtnn9t0dm90fhq72kx,ENTITY_NORM_71,0,NORMAL
1vWnGq7R9Mq9SrMzKukoxUfSb5PYjpe2F,EXTERNAL_MERCHANT,0,NORMAL
bc1qt0hh4qeywglvzdnm94ctmfjnc7zs6t2exa9kxe,ENTITY_NORM_71,0,NORMAL
bc1qnz8kze0t9xgflm3ka0azy5hzfxc94nmepts9m8,ENTITY_NORM_72,0,NORMAL
bc1p0rh7dm3t3zetj3q6dp6g33a5xwwp5wyja64c7q445kufald2csez9lk9dh,EXTERNAL_MERCHANT,0,NORMAL
bc1qnj5uapf2km6pjl0cgc8xedd8jt2e6kd635hx5e,ENTITY_NORM_72,0,NORMAL
32pfysiRcZxDwBWQoxGCXnDM9K5z2EdW,ENTITY_NORM_73,0,NORMAL
bc1qta8420ayqz67cy6s8pu7rjezheum8xfs82h64f,EXTERNAL_MERCHANT,0,NORMAL
3sXEH7Nim5WznYqGqHNKmVNsVmHdJf,ENTITY_NORM_73,0,NORMAL
bc1q8vklaqwvhzex4y39ru00st0watz339vygnrdw0,ENTITY_NORM_74,0,NORMAL
bc1q7axr5yv78u97vxdlnqm8uvaqs63lt47jns043n,ENTITY_NORM_74,0,NORMAL
bc1qq57l2tymnxu4tvxwdnn57xndf52ve2225763ws,EXTERNAL_MERCHANT,0,NORMAL
bc1q7nhfn4k5unme6qer6kga3pvdsjhp5mc5vdu3xy,ENTITY_NORM_74,0,NORMAL
bc1qsspg86melrrhpmz5lj4yy9829avym3auf4yt4a,ENTITY_NORM_75,0,NORMAL
bc1qmpejqcpqw5mfsw5avkfvfdntxpzgky55wdvn2m,ENTITY_NORM_75,0,NORMAL
39yzV8vR2VxpwpER4VVSDErReu8,EXTERNAL_MERCHANT,0,NORMAL
bc1q9t82d8lk56vd9h7s8apqc6exkhnymnw9c7p35z,ENTITY_NORM_75,0,NORMAL
